trial_id,model,provider,condition,task_type,item_id,difficulty,temperature,extracted_answer,correct_answer,is_correct,answer_extracted,word_count,sentence_count,line_count,reasoning_steps,words_per_sentence,grounded_markers,bare_assertion_markers,specificity_ratio,n_violations,latency_seconds,output_tokens
2560a11893bffa58,claude-haiku-4-5-20251001,anthropic,control,causal_reasoning,cau_05,easy,0.7,B,B,True,True,253,13,20,0,19.5,2,0,1.0,0,4.808,389
4f100dd14912fee0,claude-haiku-4-5-20251001,anthropic,control,causal_reasoning,cau_05,easy,0.7,B,B,True,True,266,11,35,0,24.2,5,0,1.0,0,4.826,426
de3441cc1c13385d,claude-haiku-4-5-20251001,anthropic,control,causal_reasoning,cau_06,hard,0.7,C,C,True,True,341,10,39,1,34.1,0,0,0.0,0,6.917,622
b0b10479f705e6f7,claude-haiku-4-5-20251001,anthropic,control,causal_reasoning,cau_06,hard,0.7,C,C,True,True,324,13,37,2,24.9,3,0,1.0,0,6.622,598
62a7b82f5185f9b7,claude-haiku-4-5-20251001,anthropic,control,causal_reasoning,cau_06,hard,0.7,C,C,True,True,319,11,37,1,29.0,2,0,1.0,0,6.742,602
f013080e2e5ccd60,claude-haiku-4-5-20251001,anthropic,control,causal_reasoning,cau_07,medium,0.7,A,A,True,True,232,4,26,5,58.0,2,0,1.0,0,4.742,402
13a0daf04f2f6311,claude-haiku-4-5-20251001,anthropic,control,causal_reasoning,cau_07,medium,0.7,A,A,True,True,256,8,30,8,32.0,1,0,1.0,0,8.749,446
b99071ca65d5ec21,claude-haiku-4-5-20251001,anthropic,control,causal_reasoning,cau_07,medium,0.7,A,A,True,True,263,9,30,3,29.2,1,0,1.0,0,4.949,459
8e4038844ef7baff,claude-haiku-4-5-20251001,anthropic,control,causal_reasoning,cau_08,hard,0.7,,A,,False,326,20,30,2,16.3,1,0,1.0,0,6.921,565
37cdc34846124794,claude-haiku-4-5-20251001,anthropic,control,causal_reasoning,cau_08,hard,0.7,A,A,True,True,315,19,29,1,16.6,0,0,0.0,0,5.863,528
aa0db4071614508f,claude-haiku-4-5-20251001,anthropic,control,causal_reasoning,cau_08,hard,0.7,A,A,True,True,293,18,26,0,16.3,3,0,1.0,0,6.054,513
de5f64c14097a6dd,claude-haiku-4-5-20251001,anthropic,control,causal_reasoning,cau_09,medium,0.7,B,B,True,True,299,8,34,1,37.4,2,0,1.0,0,5.451,472
a954f26e32d0e021,claude-haiku-4-5-20251001,anthropic,control,causal_reasoning,cau_09,medium,0.7,B,B,True,True,305,8,38,1,38.1,1,0,1.0,0,6.759,517
b9d32278e11e2643,claude-haiku-4-5-20251001,anthropic,control,causal_reasoning,cau_09,medium,0.7,B,B,True,True,333,10,41,1,33.3,1,0,1.0,0,6.549,546
dd145c7d485bc903,claude-haiku-4-5-20251001,anthropic,control,causal_reasoning,cau_10,hard,0.7,B,B,True,True,282,18,19,1,15.7,3,0,1.0,0,6.334,478
71341df590e0f7ba,claude-haiku-4-5-20251001,anthropic,control,causal_reasoning,cau_10,hard,0.7,B,B,True,True,319,13,37,3,24.5,4,0,1.0,0,6.236,542
c32eddf12d3de169,claude-haiku-4-5-20251001,anthropic,control,causal_reasoning,cau_10,hard,0.7,B,B,True,True,318,13,32,0,24.5,0,0,0.0,0,6.607,532
213a3988c9fb58d2,claude-haiku-4-5-20251001,anthropic,control,causal_reasoning,cau_11,easy,0.7,B,B,True,True,190,16,19,1,11.9,3,0,1.0,0,7.921,353
c056603a5164153a,claude-haiku-4-5-20251001,anthropic,control,causal_reasoning,cau_11,easy,0.7,B,B,True,True,245,6,23,4,40.8,3,0,1.0,0,3.945,425
2470e891547276d4,claude-haiku-4-5-20251001,anthropic,control,causal_reasoning,cau_11,easy,0.7,B,B,True,True,243,2,33,0,121.5,1,0,1.0,0,4.248,409
4992fe6a9b6a309d,claude-haiku-4-5-20251001,anthropic,control,causal_reasoning,cau_12,medium,0.7,A,A,True,True,245,10,23,2,24.5,2,0,1.0,0,4.399,388
84022a041d18e1d1,claude-haiku-4-5-20251001,anthropic,control,causal_reasoning,cau_12,medium,0.7,A,A,True,True,313,19,27,3,16.5,3,0,1.0,0,5.534,509
066c46f298412dc3,claude-haiku-4-5-20251001,anthropic,control,causal_reasoning,cau_12,medium,0.7,A,A,True,True,256,5,27,5,51.2,1,0,1.0,0,4.48,429
f43a718876ba9746,claude-haiku-4-5-20251001,anthropic,control,causal_reasoning,cau_13,hard,0.7,A,A,True,True,288,19,24,2,15.2,1,0,1.0,0,5.301,469
92cfa93567af75af,claude-haiku-4-5-20251001,anthropic,control,causal_reasoning,cau_13,hard,0.7,A,A,True,True,321,12,33,3,26.8,2,0,1.0,0,5.8,537
f4708cdb96a4ffc4,claude-haiku-4-5-20251001,anthropic,control,causal_reasoning,cau_13,hard,0.7,A,A,True,True,318,12,31,1,26.5,1,0,1.0,0,5.768,539
11eaceaf6b0c0f28,claude-haiku-4-5-20251001,anthropic,control,causal_reasoning,cau_14,medium,0.7,A,A,True,True,316,14,30,2,22.6,2,0,1.0,0,6.323,492
17abb1655bbce0fd,claude-haiku-4-5-20251001,anthropic,control,causal_reasoning,cau_14,medium,0.7,A,A,True,True,318,10,38,0,31.8,0,0,0.0,0,5.607,497
bba348bb85cf0527,claude-haiku-4-5-20251001,anthropic,control,causal_reasoning,cau_14,medium,0.7,A,A,True,True,302,10,28,0,30.2,1,0,1.0,0,5.824,459
89f38a8821a6cece,claude-haiku-4-5-20251001,anthropic,control,causal_reasoning,cau_15,hard,0.7,A,A,True,True,270,17,22,0,15.9,2,0,1.0,0,5.511,447
a9a89dd6a74ed583,claude-haiku-4-5-20251001,anthropic,control,causal_reasoning,cau_15,hard,0.7,A,A,True,True,250,18,22,0,13.9,0,0,0.0,0,5.527,413
fcd9935d041420ec,claude-haiku-4-5-20251001,anthropic,control,causal_reasoning,cau_15,hard,0.7,A,A,True,True,302,18,20,2,16.8,0,0,0.0,0,5.162,454
86ea388e5ecf5dea,claude-haiku-4-5-20251001,anthropic,control,analogical_reasoning,ana_01,easy,0.0,B,B,True,True,218,4,20,4,54.5,0,0,0.0,0,3.761,349
ea92a2f3c19889f1,claude-haiku-4-5-20251001,anthropic,control,analogical_reasoning,ana_01,easy,0.7,B,B,True,True,209,2,21,8,104.5,0,0,0.0,0,3.237,364
facd8c954ab8bdb2,claude-haiku-4-5-20251001,anthropic,control,analogical_reasoning,ana_01,easy,0.7,B,B,True,True,216,5,23,5,43.2,0,0,0.0,0,3.596,369
491cf84a039dae8f,claude-haiku-4-5-20251001,anthropic,control,analogical_reasoning,ana_01,easy,0.7,B,B,True,True,205,5,23,5,41.0,0,0,0.0,0,3.447,354
45f4e33523e658ad,claude-haiku-4-5-20251001,anthropic,control,analogical_reasoning,ana_02,easy,0.0,C,C,True,True,243,7,21,5,34.7,0,0,0.0,0,4.639,411
2f8bd1fc380a7689,claude-haiku-4-5-20251001,anthropic,control,analogical_reasoning,ana_02,easy,0.7,C,C,True,True,231,6,22,5,38.5,0,0,0.0,0,3.751,380
a8c378a1e49cdf7c,claude-haiku-4-5-20251001,anthropic,control,analogical_reasoning,ana_02,easy,0.7,C,C,True,True,211,8,21,6,26.4,1,0,1.0,0,3.424,380
f109576168a77b3c,claude-haiku-4-5-20251001,anthropic,control,analogical_reasoning,ana_02,easy,0.7,C,C,True,True,233,6,23,5,38.8,0,0,0.0,0,3.82,398
25ef945df3351615,claude-haiku-4-5-20251001,anthropic,control,analogical_reasoning,ana_03,medium,0.0,C,C,True,True,233,3,26,7,77.7,1,0,1.0,0,3.751,379
71d6140ead287217,claude-haiku-4-5-20251001,anthropic,control,analogical_reasoning,ana_03,medium,0.7,C,C,True,True,220,5,24,5,44.0,0,0,0.0,0,3.525,370
341faaf422d7080b,claude-haiku-4-5-20251001,anthropic,control,analogical_reasoning,ana_03,medium,0.7,C,C,True,True,201,2,20,3,100.5,0,0,0.0,0,3.502,339
bbf52e8ece21b5e8,claude-haiku-4-5-20251001,anthropic,control,analogical_reasoning,ana_03,medium,0.7,C,C,True,True,227,14,18,5,16.2,0,0,0.0,0,3.737,368
3b7441fbc5012f96,claude-haiku-4-5-20251001,anthropic,control,analogical_reasoning,ana_04,medium,0.0,B,B,True,True,230,3,30,5,76.7,0,0,0.0,0,3.6,384
e6796347805b878d,claude-haiku-4-5-20251001,anthropic,control,analogical_reasoning,ana_04,medium,0.7,B,B,True,True,237,2,33,5,118.5,0,0,0.0,0,4.218,412
76f11a0abe9ead4d,claude-haiku-4-5-20251001,anthropic,control,analogical_reasoning,ana_04,medium,0.7,B,B,True,True,200,7,21,5,28.6,0,0,0.0,0,3.186,342
f12647be9c3a36ef,claude-haiku-4-5-20251001,anthropic,control,analogical_reasoning,ana_04,medium,0.7,B,B,True,True,220,14,20,5,15.7,0,0,0.0,0,3.396,378
066b082909546607,claude-haiku-4-5-20251001,anthropic,control,analogical_reasoning,ana_05,hard,0.0,D,A,False,True,275,13,25,5,21.2,0,0,0.0,0,5.332,473
c615dccc7d819d67,claude-haiku-4-5-20251001,anthropic,control,analogical_reasoning,ana_05,hard,0.7,A,A,True,True,256,4,31,5,64.0,0,0,0.0,0,4.683,436
6d87673e75a36603,claude-haiku-4-5-20251001,anthropic,control,analogical_reasoning,ana_05,hard,0.7,A,A,True,True,232,10,26,5,23.2,0,0,0.0,0,4.259,423
73021373f2ebe59d,claude-haiku-4-5-20251001,anthropic,control,analogical_reasoning,ana_05,hard,0.7,A,A,True,True,247,12,24,5,20.6,0,0,0.0,0,5.034,427
e640ee99232b77bc,claude-haiku-4-5-20251001,anthropic,control,analogical_reasoning,ana_06,medium,0.0,C,C,True,True,232,5,21,3,46.4,0,0,0.0,0,4.293,364
fe31fd053aff7e0d,claude-haiku-4-5-20251001,anthropic,control,analogical_reasoning,ana_06,medium,0.7,C,C,True,True,270,4,36,4,67.5,0,0,0.0,0,4.619,452
fa686bc239adfcc1,claude-haiku-4-5-20251001,anthropic,control,analogical_reasoning,ana_06,medium,0.7,C,C,True,True,256,2,34,5,128.0,0,0,0.0,0,4.365,431
39418ba780041c8e,claude-haiku-4-5-20251001,anthropic,control,analogical_reasoning,ana_06,medium,0.7,C,C,True,True,271,3,25,6,90.3,0,0,0.0,0,4.125,414
f165d01f27536e71,claude-haiku-4-5-20251001,anthropic,control,analogical_reasoning,ana_07,hard,0.0,C,B,False,True,251,8,19,5,31.4,0,0,0.0,0,4.475,419
bb29add1e29d213e,claude-haiku-4-5-20251001,anthropic,control,analogical_reasoning,ana_07,hard,0.7,C,B,False,True,282,9,20,5,31.3,0,0,0.0,0,4.7,479
48cde85bf399fef3,claude-haiku-4-5-20251001,anthropic,control,analogical_reasoning,ana_07,hard,0.7,B,B,True,True,252,7,25,4,36.0,0,0,0.0,0,4.313,449
478a6408bf0bd1c7,claude-haiku-4-5-20251001,anthropic,control,analogical_reasoning,ana_07,hard,0.7,C,B,False,True,267,6,24,7,44.5,0,0,0.0,0,4.536,445
004c9a1e00859b20,claude-haiku-4-5-20251001,anthropic,control,analogical_reasoning,ana_08,easy,0.0,B,B,True,True,276,11,22,4,25.1,0,0,0.0,0,4.261,444
5e3231ec310a090a,claude-haiku-4-5-20251001,anthropic,control,analogical_reasoning,ana_08,easy,0.7,B,B,True,True,265,7,24,3,37.9,0,0,0.0,0,4.593,426
106d965d78c0256e,claude-haiku-4-5-20251001,anthropic,control,analogical_reasoning,ana_08,easy,0.7,B,B,True,True,270,11,23,3,24.5,0,0,0.0,0,4.874,438
7482d6e7cfcd47b1,claude-haiku-4-5-20251001,anthropic,control,analogical_reasoning,ana_08,easy,0.7,B,B,True,True,266,3,24,5,88.7,0,0,0.0,0,4.158,430
2cc49f34b24e4f75,claude-haiku-4-5-20251001,anthropic,control,analogical_reasoning,ana_09,hard,0.0,B,B,True,True,271,6,29,5,45.2,2,0,1.0,0,4.825,416
ba69ef81e015b9b8,claude-haiku-4-5-20251001,anthropic,control,analogical_reasoning,ana_09,hard,0.7,B,B,True,True,319,12,26,5,26.6,3,0,1.0,0,4.859,453
7678256b0dae22c9,claude-haiku-4-5-20251001,anthropic,control,analogical_reasoning,ana_09,hard,0.7,B,B,True,True,332,17,24,4,19.5,6,0,1.0,0,5.406,493
9e955b73723e1d19,claude-haiku-4-5-20251001,anthropic,control,analogical_reasoning,ana_09,hard,0.7,D,B,False,True,300,12,23,4,25.0,2,0,1.0,0,5.509,439
93d5a626dd06d0d7,claude-haiku-4-5-20251001,anthropic,control,analogical_reasoning,ana_10,medium,0.0,C,C,True,True,243,7,22,4,34.7,0,0,0.0,0,4.087,400
3b2a39e4857d7951,claude-haiku-4-5-20251001,anthropic,control,analogical_reasoning,ana_10,medium,0.7,C,C,True,True,275,5,24,5,55.0,0,0,0.0,0,4.826,447
8c087b7ace6d7203,claude-haiku-4-5-20251001,anthropic,control,analogical_reasoning,ana_10,medium,0.7,C,C,True,True,276,6,27,6,46.0,0,0,0.0,0,5.288,447
95a692844c103ecb,claude-haiku-4-5-20251001,anthropic,control,analogical_reasoning,ana_10,medium,0.7,C,C,True,True,275,9,24,5,30.6,0,0,0.0,0,4.757,438
201a9c50cde57ad6,claude-haiku-4-5-20251001,anthropic,control,analogical_reasoning,ana_11,hard,0.0,C,C,True,True,260,7,27,6,37.1,0,0,0.0,0,4.632,412
ab52a7c764815ed6,claude-haiku-4-5-20251001,anthropic,control,analogical_reasoning,ana_11,hard,0.7,C,C,True,True,304,6,28,9,50.7,0,0,0.0,0,5.773,480
b743715e015c49fe,claude-haiku-4-5-20251001,anthropic,control,analogical_reasoning,ana_11,hard,0.7,C,C,True,True,274,11,25,6,24.9,0,0,0.0,0,4.816,429
39fd35acffe3efc4,claude-haiku-4-5-20251001,anthropic,control,analogical_reasoning,ana_11,hard,0.7,C,C,True,True,244,13,21,6,18.8,1,0,1.0,0,4.045,376
bfbf1e76b8904039,claude-haiku-4-5-20251001,anthropic,control,analogical_reasoning,ana_12,easy,0.0,B,B,True,True,224,13,20,6,17.2,0,0,0.0,0,3.918,356
a724b268661f23ca,claude-haiku-4-5-20251001,anthropic,control,analogical_reasoning,ana_12,easy,0.7,B,B,True,True,220,2,22,4,110.0,0,0,0.0,0,3.517,361
